,id,Constituency,Country/Region,Country,Con Vote,Liberal Vote,Labour Vote,UKIP Vote,Green Vote,SNP Vote,PC Vote,DUP Vote,Sinn Fein Vote,SDLP Vote,UUP Vote,Alliance Vote,Other Vote,Total votes
42,E14000572,BLACKPOOL NORTH AND CLEVELEYS,North West,England,0.49394005901431465,0.018216402077694052,0.4446070183139464,0.0339454239520082,0.009291096642036726,,,,,,,,,41007
43,E14000573,BLACKPOOL SOUTH,North West,England,0.43080708379824334,0.0181386433210311,0.502989729064744,0.038308585815237606,0.009755958000743857,,,,,,,,,34953
44,E14000574,BLAYDON,North East,England,0.2808002662008152,0.09079943432326762,0.5610806089343648,0.05113967224024624,0.012124615256634223,,,,,,,,0.004055403044671824,48084
45,E14000575,BLYTH VALLEY,North East,England,0.3731466227347611,0.04582254648152506,0.5594257472346434,,0.02160508354907037,,,,,,,,,42490
46,E14000576,BOGNOR REGIS AND LITTLEHAMPTON,South East,England,0.5895778158591681,0.06527496494781118,0.24890948745910577,0.03624006854650257,0.019337124162642157,,,,,,,,0.040660539024770216,51352
47,E14000577,BOLSOVER,East Midlands,England,0.405533222984157,0.029493325307938693,0.5192072056579032,0.045766246050001076,,,,,,,,,,46519
48,E14000578,BOLTON NORTH EAST,North West,England,0.4221277914259788,0.029125998716331362,0.5061638226766705,0.03468118540158909,0.007901201779430317,,,,,,,,,45183
49,E14000579,BOLTON SOUTH EAST,North West,England,0.29652907402594336,0.01845332325213241,0.6066677692980176,0.06566169694964913,0.012688136474257495,,,,,,,,,42323
50,E14000580,BOLTON WEST,North West,England,0.4790809730873193,0.029086849218474556,0.46074744388294747,0.031084733811258668,,,,,,,,,,51054
51,E14000581,BOOTLE,North West,England,0.12048600063633472,0.01664412981228126,0.8403396436525612,,0.014098790964047089,,,,,,,,0.008431434934775692,50288
52,E14000582,BOSTON AND SKEGNESS,East Midlands,England,0.6359989738566665,0.017980829776813825,0.2495160801324658,0.077147321532685,0.012756827351384127,,,,,,,,0.0065999673499848414,42879
53,E14000583,BOSWORTH,East Midlands,England,0.5672981056829511,0.17347956131605186,0.24058182595071928,,0.018640507050277737,,,,,,,,,56168
54,E14000584,BOURNEMOUTH EAST,South West,England,0.5187584845119092,0.06516105146242132,0.3555061911226295,0.028898761775474104,0.02542268295692953,,,,,,,,0.00625282817063639,48618
55,E14000585,BOURNEMOUTH WEST,South West,England,0.5350169636236997,0.06580987260430944,0.3617633181297324,,0.028018064574111937,,,,,,,,0.009391781068146584,44507
56,E14000586,BRACKNELL,South East,England,0.5883131754097187,0.07489443927574609,0.3017605381807772,0.027213196879696557,,,,,,,,,0.007818650254061404,55892
57,E14000587,BRADFORD EAST,Yorkshire and The Humber,England,0.20365174696418395,0.018477927315768708,0.6538731313839814,0.030073210293279556,0.006334663101135417,,,,,,,,0.08758932094165096,45622
58,E14000588,BRADFORD SOUTH,Yorkshire and The Humber,England,0.3815927306389924,0.012570342761090404,0.544812297498112,0.042826865453482424,0.009013617871324514,,,,,,,,0.009184145776998222,41049
59,E14000589,BRADFORD WEST,Yorkshire and The Humber,England,0.16565629942013707,0.015638727815849587,0.6467228958003866,0.01943858724301529,0.010564927077842207,,,,,,,,0.14197856264276928,45528
60,E14000590,BRAINTREE,Eastern,England,0.6282345296793181,0.043018766960975424,0.27617245728700834,0.03506860834002217,0.017505637732675917,,,,,,,,,52326
61,E14000591,BRENT CENTRAL,London,England,0.19525393911580236,0.04816811993269084,0.7306103717301514,0.010631788282086585,0.015335780939268778,,,,,,,,,52296
62,E14000592,BRENT NORTH,London,England,0.32660690241655443,0.028594713344199562,0.6288710934731769,,0.01169300545673588,,,,,,,,0.004234285309333144,56444
63,E14000593,BRENTFORD AND ISLEWORTH,London,England,0.3761540833049376,0.0500251504973308,0.5738207661977316,,,,,,,,,,,61629
64,E14000594,BRENTWOOD AND ONGAR,Eastern,England,0.657928557928558,0.08365148365148366,0.2042903042903043,0.03487053487053487,0.017293517293517295,,,,,,,,0.0019656019656019656,52910
65,E14000595,BRIDGWATER AND WEST SOMERSET,South West,England,0.5511009662416119,0.10867214718451268,0.28597662484768394,0.0360753084936585,0.018174953232532993,,,,,,,,,58267
66,E14000596,BRIGG AND GOOLE,Yorkshire and The Humber,England,0.604101471469472,0.018554275695230486,0.32971569345495705,0.035421799054530925,0.012206760325809531,,,,,,,,,45057
67,E14000597,"BRIGHTON, KEMPTOWN",South East,England,0.3827707439998374,0.02960960838905034,0.5833113174954783,,,,,,,,,,0.004308330115633955,49207
68,E14000598,"BRIGHTON, PAVILION",South East,England,0.19210567372198242,,0.2678246398668678,0.010921004732435385,0.5226307486955467,,,,,,,,0.006517932983167785,57687
69,E14000599,BRISTOL EAST,South West,England,0.3435697553101439,0.027343057934211303,0.60723636292053,,0.021850823835114865,,,,,,,,,50799
70,E14000600,BRISTOL NORTH WEST,South West,England,0.4184967465246968,0.05201863354037267,0.5065069506063294,,0.022977669328601007,,,,,,,,,54096
71,E14000601,BRISTOL SOUTH,South West,England,0.30670074657055646,0.03348534441543158,0.6006766944945019,0.03074546725019308,0.026258688536648155,,,,,,,,0.002133058732668898,54382
72,E14000602,BRISTOL WEST,South West,England,0.1379315160317283,0.07263154954753659,0.6593257736565746,,0.12870070383197407,,,,,,,,0.001410456932186348,71608
73,E14000603,BROADLAND,Eastern,England,0.5789783995283272,0.07948759178860482,0.29640349466688104,0.02847903378535313,0.016651480230833824,,,,,,,,,55971
74,E14000604,BROMLEY AND CHISLEHURST,London,England,0.5395182375380395,0.0722000771505722,0.333997685482834,0.02963867815352964,0.024645321675024645,,,,,,,,,46662
75,E14000605,BROMSGROVE,West Midlands,England,0.619781643227239,0.046039970392301996,0.3131014063656551,,0.021076980014803848,,,,,,,,,54040
76,E14000606,BROXBOURNE,Eastern,England,0.6215647046435716,0.031188796462040643,0.28899652521849006,0.040391702642939876,0.017858271032957777,,,,,,,,,47485
77,E14000607,BROXTOWE,East Midlands,England,0.46809468905383006,0.04048065143763061,0.45254738055775745,0.026608777113208908,0.012268501837572962,,,,,,,,,55508
78,E14000608,BUCKINGHAM,South East,England,,,,0.07912071223827331,0.1627593538222062,,,,,,,,0.7581199339395205,52679
79,E14000609,BURNLEY,North West,England,0.3097294614048151,0.1500620501365103,0.4674112683047903,0.06135517498138496,0.011442045172499379,,,,,,,,,40290
80,E14000610,BURTON,West Midlands,England,0.5797519584861053,0.02528500731301717,0.37845364749253674,,0.016509386708340845,,,,,,,,,49911
81,E14000611,BURY NORTH,North West,England,0.4448155647871741,0.019038473582030355,0.5361459616307955,,,,,,,,,,,47903
82,E14000612,BURY SOUTH,North West,England,0.415767797607374,0.020886448323200628,0.5327515199058639,0.025808982153363403,,,,,,,,,0.004785252010198078,50990
83,E14000613,BURY ST EDMUNDS,Eastern,England,0.591924066924067,0.05735199485199485,0.29525418275418275,,0.041763191763191765,,,,,,,,0.013706563706563707,62160
84,E14000614,CALDER VALLEY,Yorkshire and The Humber,England,0.4614669101181658,0.03362386743376856,0.4509766768870362,0.025252351259172495,0.010869190753436456,,,,,,,,0.017811003548420436,58054
85,E14000615,CAMBERWELL AND PECKHAM,London,England,0.12800459834181008,0.059447502264334984,0.7779732460112868,,0.028339023200724588,,,,,,,,0.006235630181843517,57412
86,E14000616,CAMBORNE AND REDRUTH,South West,England,0.4746780584447746,0.061478454680534915,0.4421330691761598,,0.021710417698530625,,,,,,,,,48456
87,E14000617,CAMBRIDGE,Eastern,England,0.163281724890049,0.2926842349912397,0.5190402974934745,,0.02261594021525369,,,,,,,,0.0023778024099831946,55934
88,E14000618,CANNOCK CHASE,West Midlands,England,0.5497576871657754,0.016585895721925134,0.3744777740641711,0.04215407754010695,0.01702456550802139,,,,,,,,,47872
89,E14000619,CANTERBURY,South East,England,0.446919014084507,0.0802992957746479,0.4502112676056338,,0.022570422535211267,,,,,,,,,56800
90,E14000620,CARLISLE,North West,England,0.49869936826458566,0.029171311780007432,0.4383361204013378,0.03379319955406912,,,,,,,,,,43056
91,E14000621,CARSHALTON AND WALLINGTON,London,England,0.38322857762102736,0.4102023525702914,0.18442259570862807,,0.009871337654916951,,,,,,,,0.012275136445136248,50753
92,E14000622,CASTLE POINT,Eastern,England,0.6726906732274659,0.023462312681726685,0.25059270856631627,0.05325430552449117,,,,,,,,,,44710
93,E14000623,CENTRAL DEVON,South West,England,0.540730239955743,0.11703893230067076,0.2696563169905262,0.022923725883410552,0.02646774082013692,,,,,,,,0.02318304404951248,57844
94,E14000624,CENTRAL SUFFOLK AND NORTH IPSWICH,Eastern,England,0.6013728681621966,0.043008279668813244,0.2973427216757484,0.028925766046281224,0.029350364446960583,,,,,,,,,56524
95,E14000625,CHARNWOOD,East Midlands,England,0.6038494997825141,0.0371900826446281,0.30768812527185735,0.0266601420907641,0.018776279541829782,,,,,,,,0.005835870668406553,55176
96,E14000626,CHATHAM AND AYLESFORD,South East,England,0.569993316997104,0.024860770773000668,0.33702383604366226,0.04956560481176209,0.01276453553129873,,,,,,,,0.0057919358431721985,44890
97,E14000627,CHEADLE,North West,England,0.4458513523418603,0.3632632119035403,0.19088543575459943,,,,,,,,,,,54572
98,E14000628,CHELMSFORD,Eastern,England,0.5368448821667253,0.12163207879001055,0.29815335912768204,0.02893070699964826,0.014438972915933873,,,,,,,,,56860
99,E14000629,CHELSEA AND FULHAM,London,England,0.5264669578427649,0.10983194075199393,0.3321069122673756,0.012438283327003419,0.019155905810862135,,,,,,,,,42128
100,E14000630,CHELTENHAM,South West,England,0.46683154423630113,0.4217708552585421,0.09485722304076334,,0.01654037746439346,,,,,,,,,57012
101,E14000631,CHESHAM AND AMERSHAM,South East,England,0.6065662781437776,0.12993194816477233,0.2058568015637443,0.02760081083037718,0.030044161297328602,,,,,,,,,55252
102,E14000632,CHESTERFIELD,East Midlands,England,0.34763285830533935,0.054499551401089155,0.5480418135915037,0.03361362071483715,0.01621215598723058,,,,,,,,,47927
103,E14000633,CHICHESTER,South East,England,0.6013551854200742,0.11263727093694716,0.2238225574952435,0.027537634767515605,0.03324543542841884,,,,,,,,0.0014019159518007943,59918
104,E14000634,CHINGFORD AND WOODFORD GREEN,London,England,0.49138646962373034,0.04350418432316177,0.43947105044611484,,0.025638295606993038,,,,,,,,,46961
105,E14000635,CHIPPENHAM,South West,England,0.5471998599929997,0.2561603080154008,0.19663983199159957,,,,,,,,,,,57140
106,E14000636,CHIPPING BARNET,London,England,0.46332749941360085,0.0543456687656749,0.45695830250978836,,0.025368529310935892,,,,,,,,,55423
107,E14000637,CHORLEY,North West,England,0.41760434266815255,0.02023942193622605,0.5526296868821224,,0.009526548513498939,,,,,,,,,55634
108,E14000638,CHRISTCHURCH,South West,England,0.6957775407828731,0.07939329304419955,0.19866097878895603,,0.026168187383971246,,,,,,,,,50634
109,E14000639,CITIES OF LONDON AND WESTMINSTER,London,England,0.4657991410979459,0.11046722202100688,0.384358669219227,0.011020851658301857,0.021239716458839965,,,,,,,,0.0071143995446784295,38654
110,E14000640,CITY OF CHESTER,North West,England,0.4049378777405576,0.027489764449407136,0.5675723578100352,,,,,,,,,,,56421
111,E14000641,CITY OF DURHAM,North East,England,0.29815412631404686,0.09906050823607317,0.5540104296001986,0.023094114725602185,0.016492839996689015,,,,,,,,0.009187981127390117,48324
112,E14000642,CLACTON,Eastern,England,0.6123230263903047,0.020092875750368104,0.253777324725337,0.07604485219164119,0.016287235247479895,,,,,,,,0.02147468569486918,44145
113,E14000643,CLEETHORPES,Yorkshire and The Humber,England,0.5710433910208177,0.023200401304238776,0.3536702616838057,0.04226235264609982,0.00982359334503804,,,,,,,,,47844
114,E14000644,COLCHESTER,Eastern,England,0.45877299467737415,0.1697077224764217,0.3527500233448501,,0.015463628723503596,,,,,,,,0.003305630777850406,53545
115,E14000645,COLNE VALLEY,Yorkshire and The Humber,England,0.4618172790466733,0.04127772260840781,0.47696127110228403,,0.014763323402846739,,,,,,,,0.00518040383978815,60420
116,E14000646,CONGLETON,North West,England,0.5660578684355605,0.051608543330191534,0.3416442887375291,0.022923298536394514,0.017766000960324376,,,,,,,,,56231
117,E14000647,COPELAND,North West,England,0.490646912199781,0.032706688098399606,0.45116127379038834,0.025485125911431036,,,,,,,,,,42927
118,E14000648,CORBY,East Midlands,England,0.49225794623064484,0.02575128756437822,0.44742237111855593,0.02491791256229478,0.009650482524126206,,,,,,,,,59997
119,E14000649,COVENTRY NORTH EAST,West Midlands,England,0.29928184398383073,0.024877440440354347,0.6342779736819472,0.029027264126601875,0.010793841919669735,,,,,,,,0.0017416358475961125,46508
120,E14000650,COVENTRY NORTH WEST,West Midlands,England,0.3673895163393448,0.02579790968725551,0.5395093181407852,0.03059238901482477,0.013360348251720194,,,,,,,,0.02335051856606953,49849
121,E14000651,COVENTRY SOUTH,West Midlands,England,0.38135250696675105,0.028568997426024804,0.5504052415494906,0.022059605607436875,0.012848603458912124,,,,,,,,0.0047650449913846284,47009
122,E14000652,CRAWLEY,South East,England,0.5057585582718358,0.0373560360432041,0.4568854056849601,,,,,,,,,,,50273
123,E14000653,CREWE AND NANTWICH,North West,England,0.4703145728460574,0.024242644519962928,0.47118687189924946,0.03425591073473022,,,,,,,,,,55027
124,E14000654,CROYDON CENTRAL,London,England,0.4242525091520555,0.018969715016377363,0.5232523515089944,0.018216531502338373,0.010964950692753673,,,,,,,,0.004343942127480689,57091
125,E14000655,CROYDON NORTH,London,England,0.19871526088925415,0.027774516545628365,0.7415426932559582,0.012629354443754928,0.016486926186203312,,,,,,,,0.0028512486792009796,59623
126,E14000656,CROYDON SOUTH,London,England,0.5441663809850302,0.05780563853926898,0.35796725272213786,0.018218326068857437,0.018365248053283708,,,,,,,,0.003477153631421715,61257
127,E14000657,DAGENHAM AND RAINHAM,London,England,0.3993194162685688,0.01014331522806099,0.50079619571145,0.0708068843662064,0.011866588137774579,,,,,,,,0.007067600287939271,45843
128,E14000658,DARLINGTON,North East,England,0.43289376798982526,0.023004663408974273,0.5060802820358347,0.026329294687283844,0.011691991878081977,,,,,,,,,44817
129,E14000659,DARTFORD,South East,England,0.5755753909707878,0.026335202124520507,0.3323989377397462,0.04691649454116258,0.014882708763647093,,,,,,,,0.003891265860135733,54224
130,E14000660,DAVENTRY,East Midlands,England,0.6371198102869051,0.07213049961374701,0.2466629538472594,0.02689398702908575,0.017192749223002714,,,,,,,,,55663
131,E14000661,DENTON AND REDDISH,North West,England,0.2799060582337938,0.02154094800373747,0.6353948332028586,0.04540518699967171,0.012273037197909039,,,,,,,,0.005479936362029344,39599
132,E14000662,DERBY NORTH,East Midlands,England,0.44393080210387903,0.046474358974358976,0.4853303747534517,0.024264464168310323,,,,,,,,,,48672
133,E14000663,DERBY SOUTH,East Midlands,England,0.3350991038714519,0.027126649891846554,0.5833664415309231,0.04438705690195559,0.010020747803822894,,,,,,,,,45306
134,E14000664,DERBYSHIRE DALES,East Midlands,England,0.6000282423190979,0.06306106392850659,0.3110084525226443,,0.02021343124003954,,,,,,,,0.005688809989711727,49571
135,E14000665,DEVIZES,South West,England,0.6274385784594707,0.09301682050876603,0.2096732749589864,0.03372007985294408,0.03174352183108335,,,,,,,,0.004407724388749432,50593
136,E14000666,DEWSBURY,Yorkshire and The Humber,England,0.4508444601644708,0.021469625961623485,0.5095764435405429,,0.01810947033336281,,,,,,,,,56545
137,E14000667,DON VALLEY,Yorkshire and The Humber,England,0.4171088109941724,0.018613551361224667,0.5295076976602592,,,,,,,,,,0.034769939984343745,45988
138,E14000668,DONCASTER CENTRAL,Yorkshire and The Humber,England,0.343622164373373,0.022615284492376347,0.579095388620305,,,,,,,,,,0.054667162513945704,43024
139,E14000669,DONCASTER NORTH,Yorkshire and The Humber,England,0.27621005861221404,0.016685573832482512,0.607652675363963,0.06470977500472679,,,,,,,,,0.03474191718661373,42312
140,E14000670,DOVER,South East,England,0.5236308355463187,0.02570911749990378,0.39976138244236614,0.03313705114882808,0.017761613362583226,,,,,,,,,51966
141,E14000671,DUDLEY NORTH,West Midlands,England,0.46435363659727574,0.009457722950398356,0.46491904394757133,0.055101516319712156,0.006168080185042405,,,,,,,,,38910
142,E14000672,DUDLEY SOUTH,West Midlands,England,0.5644807028553499,0.016342432799916328,0.3623574939859847,0.046830875431440225,0.009988494927308859,,,,,,,,,38244
143,E14000673,DULWICH AND WEST NORWOOD,London,England,0.1948595550647454,0.0797071763176175,0.6963646402935362,,0.025078816593342,,,,,,,,0.0039898117307589544,56143
144,E14000674,EALING CENTRAL AND ACTON,London,England,0.3474756965776445,0.055563586426222396,0.5969607169961332,,,,,,,,,,,55342
145,E14000675,EALING NORTH,London,England,0.2845228120953614,0.02427831518013558,0.6595132911874476,0.01753751237718029,0.014148069159875086,,,,,,,,,52516
146,E14000676,"EALING, SOUTHALL",London,England,0.21331265920921474,0.04190940303466607,0.7026248754014841,0.011164027024033669,0.022970428618894673,,,,,,,,0.008018606711706722,45145
147,E14000677,EASINGTON,North East,England,0.22714772852271478,0.012649873501264987,0.6366736332636673,0.0474920250797492,0.01127488725112749,,,,,,,,0.06476185238147618,36364
148,E14000678,EAST DEVON,South West,England,0.48534331423271837,0.02431188102414627,0.11356033254943526,0.01992315590738962,,,,,,,,,0.3568613162863105,60382
149,E14000679,EAST HAM,London,England,0.12785831582293009,0.011583352462345277,0.8320943619444493,0.012307311991241856,0.008369678456023873,,,,,,,,0.0077869793230095526,56633
150,E14000680,EAST HAMPSHIRE,South East,England,0.6364243430551545,0.15165680046202715,0.16984911926075658,,0.031764366156511695,,,,,,,,0.0103053710655501,55408
151,E14000681,EAST SURREY,South East,England,0.5964224785906119,0.10467374964106549,0.19249024542675203,0.03761633700994882,0.01858013951995676,,,,,,,,0.05021704981166495,59203
152,E14000682,EAST WORTHING AND SHOREHAM,South East,England,0.4892595590865448,0.04749891748404465,0.3931321422520097,0.027185270252461546,0.023965961933091102,,,,,,,,0.018958148991848185,53117
153,E14000683,EAST YORKSHIRE,Yorkshire and The Humber,England,0.5827340796204314,0.039550745051523464,0.3046185781006746,0.0368077692934984,0.017477203647416412,,,,,,,,0.01881162428645563,53956
154,E14000684,EASTBOURNE,South East,England,0.44087425983977707,0.46889585510275167,0.08134796238244514,,0.008881922675026124,,,,,,,,,57420
155,E14000685,EASTLEIGH,South East,England,0.5043470670391061,0.2568086592178771,0.19996508379888267,0.025785614525139666,0.013093575418994413,,,,,,,,,57280
156,E14000686,EDDISBURY,North West,England,0.5688341549913287,0.054638632865020756,0.3361328163058516,0.02160993004540229,0.015296478886961944,,,,,,,,0.003487986905434634,51319
157,E14000687,EDMONTON,London,England,0.23137506296075827,0.019643756582261092,0.714799212418151,0.019689546224643986,0.01449242181418563,,,,,,,,,43678
158,E14000688,ELLESMERE PORT AND NESTON,North West,England,0.3680284261567758,0.01751114077622254,0.5916292035571958,0.016117316790671195,0.006713912719134651,,,,,,,,,50939
159,E14000689,ELMET AND ROTHWELL,Yorkshire and The Humber,England,0.5433475529878069,0.04376742467501932,0.3786738772631084,,0.01671089315105304,,,,,,,,0.017500251923012328,59542
160,E14000690,ELTHAM,London,England,0.4080164662550103,0.03156754414472972,0.5444263893402665,,,,,,,,,,0.0159896002599935,46155
161,E14000691,ENFIELD NORTH,London,England,0.36919592298980747,0.02133223514876969,0.5801914959332853,0.017461134561927313,0.011819211366210234,,,,,,,,,48565
162,E14000692,"ENFIELD, SOUTHGATE",London,England,0.42695745737460683,0.039831981460023175,0.5170708491971527,,0.01613971196821718,,,,,,,,,48328
163,E14000693,EPPING FOREST,Eastern,England,0.6195868370783197,0.056795131845841784,0.2603241497469426,0.036845940250891114,0.024281691250320016,,,,,,,,0.002166249827684673,50779
164,E14000694,EPSOM AND EWELL,South East,England,0.5958390983025681,0.12487767016501873,0.250362771234772,,0.028920460297641143,,,,,,,,,59266
165,E14000695,EREWASH,East Midlands,England,0.52106225266668,0.024969365822301682,0.429983326972138,,0.013559390128763987,,,,,,,,0.01042566441011631,49781
166,E14000696,ERITH AND THAMESMEAD,London,England,0.3501934148974451,0.016867578265563152,0.5754093198992444,0.0388629003238575,0.01140248290752069,,,,,,,,0.007264303706369197,44464
167,E14000697,ESHER AND WALTON,South East,England,0.586059957889108,0.17335650546438955,0.19673473480164433,0.01727883426356071,0.01794726112095184,,,,,,,,0.008622706460345577,59842
168,E14000698,EXETER,South West,England,0.3287263410497447,0.02818324522310232,0.6195261894881187,,0.01853021308842899,,,,,,,,0.005034011150605345,55423
169,E14000699,FAREHAM,South East,England,0.6299329989125478,0.0683340933805732,0.2518679622548848,0.027028449152839654,0.022836496299154595,,,,,,,,,57014
