,id,Constituency,Country/Region,Con Vote,Labour Vote,Liberal Vote,SNP/PC Vote,DUP Vote,UUP Vote,SDLP Vote,Alliance Vote,Other Vote,Vote share,Total votes
37,37.0,ROCHFORD,Eastern,0.610796745928492,0.16516450616800163,0.20268978165117482,,,,,,0.021348966252331614,0.021348966252331614,63797
38,38.0,SAFFRON WALDEN,Eastern,0.5660456084605139,0.14335692391635774,0.28642498355078394,,,,,,0.004172484072344455,0.004172484072344455,62313
39,39.0,COLCHESTER SOUTH & MALDON,Eastern,0.5484582463008136,0.20680387373833278,0.22972203152159623,,,,,,,,68461
40,40.0,SOUTHEND EAST,Eastern,0.5875845260567251,0.2743064681847507,0.12202814747556809,,,,,,0.0160808582829562,0.0160808582829562,41851
41,41.0,SOUTHEND WEST,Eastern,0.546948826779851,0.12290782413710259,0.30866100744774566,,,,,,0.021482341635300713,0.021482341635300713,49948
42,42.0,THURROCK,Eastern,0.4368791964929804,0.45855760871575757,0.09516674990289108,,,,,,0.009396444888370974,0.009396444888370974,54063
43,43.0,ALDERSHOT,South East,0.5745765345765346,0.1328982128982129,0.2763947163947164,,,,,,0.01613053613053613,0.01613053613053613,64350
44,44.0,BASINGSTOKE,South East,0.5463401138663599,0.23767782518164743,0.20558556722046684,,,,,,,,68677
45,45.0,HAMPSHIRE EAST,South East,0.6421422300263389,0.09238873505774296,0.24820692915512932,,,,,,0.017262105760788817,0.017262105760788817,74035
46,46.0,EASTLEIGH,South East,0.5127133128237491,0.20730456732665456,0.27998211984959637,,,,,,,,76062
47,47.0,FAREHAM,South East,0.6096044091737317,0.13200415618835365,0.2460734561115545,,,,,,,,66407
48,48.0,GOSPORT,South East,0.5814462292200385,0.13603979280812312,0.2763057015165398,,,,,,0.00620827645529854,0.00620827645529854,53477
49,49.0,HAVANT,South East,0.5496478693109152,0.18702999505482326,0.2497996350800607,,,,,,,,58643
50,50.0,ISLE OF WIGHT,South East,0.4792359951276481,0.06007559680032148,0.45629324526264237,,,,,,0.004395162809388068,0.004395162809388068,79633
51,51.0,NEW FOREST,South East,0.6236823958230716,0.0819131120086691,0.2886579318950514,,,,,,0.005746560273207894,0.005746560273207894,60906
52,52.0,HAMPSHIRE NORTH WEST,South East,0.5812298831102829,0.12591902422497037,0.2788751482297137,,,,,,,,59030
53,53.0,PORTSMOUTH NORTH,South East,0.5256978867727629,0.29935755283068094,0.1647045395251761,,,,,,,,61328
54,54.0,PORTSMOUTH SOUTH,South East,0.4249315017427448,0.1464464781644331,0.42042086820376134,,,,,,0.008201151889060782,0.008201151889060782,53651
55,55.0,ROMSEY & WATERSIDE,South East,0.5439449287595872,0.12644263655018848,0.32121494374990905,,,,,,,,68711
56,56.0,SOUTHAMPTON ITCHEN,South East,0.4299491653747702,0.4398817464037207,0.1301690882215092,,,,,,,,55474
57,57.0,SOUTHAMPTON TEST,South East,0.4340832595217006,0.4237201062887511,0.13093002657218777,,,,,,0.011266607617360496,0.011266607617360496,56450
58,58.0,WINCHESTER,South East,0.5008242963231847,0.07436816552475158,0.37799658181708184,,,,,,0.046810956334981925,0.046810956334981925,66117
59,59.0,BROXBOURNE,Eastern,0.625979882067291,0.2102670828997572,0.16031911203607355,,,,,,0.0034339229968782517,0.0034339229968782517,57660
60,60.0,HERTFORD & STORTFORD,Eastern,0.6040556767635767,0.12050332335481252,0.2622490571143471,,,,,,,,59127
61,61.0,HERTSMERE,Eastern,0.5678713439957586,0.23677653088274278,0.18876027215693206,,,,,,0.006591852964566582,0.006591852964566582,56585
62,62.0,HERTFORDSHIRE NORTH,Eastern,0.49809953412704283,0.24327442135620794,0.2536123641203875,,,,,,0.005013680396361754,0.005013680396361754,67615
63,63.0,HERTFORDSHIRE SOUTH WEST,Eastern,0.5700586490494809,0.19401375219091277,0.23119185654577323,,,,,,0.004735742213833086,0.004735742213833086,59336
64,64.0,ST ALBANS,Eastern,0.5282034719418651,0.19404117884537747,0.26330238191360517,,,,,,0.0144529672991522,0.0144529672991522,61925
65,65.0,STEVENAGE               ,Eastern,0.45701939400174907,0.37320163931615136,0.16578356225457413,,,,,,0.0039954044275254215,0.0039954044275254215,58317
66,66.0,WATFORD,Eastern,0.48838342264854606,0.3272800577889025,0.1718715876829002,,,,,,0.012464931879651251,0.012464931879651251,59527
67,67.0,WELWYN HATFIELD,Eastern,0.48361773062457913,0.34459426168930346,0.16745224917472779,,,,,,0.004335758511389578,0.004335758511389578,60889
68,68.0,HERTFORDSHIRE WEST,Eastern,0.5151580703977255,0.2997620445625637,0.16168608424240552,,,,,,0.02339380079730523,0.02339380079730523,64718
69,69.0,ASHFORD,South East,0.5459263559754403,0.19994370260903221,0.24053060290987138,,,,,,,,56841
70,70.0,CANTERBURY,South East,0.5078232740274112,0.1521409721631055,0.3238614114241934,,,,,,0.01617434238528986,0.01617434238528986,58735
71,71.0,DARTFORD,South East,0.5190781263000249,0.34625176803394625,0.12620018304351444,,,,,,0.008469922622514352,0.008469922622514352,60095
72,72.0,DOVER,South East,0.4409619725646814,0.4264976558430283,0.1078659489494704,,,,,,0.024674422642819934,0.024674422642819934,57590
73,73.0,FAVERSHAM,South East,0.5012318474651487,0.25102143873662947,0.24324779262115717,,,,,,0.004498921177064684,0.004498921177064684,65349
74,74.0,FOLKESTONE & HYTHE,South East,0.5232673456154404,0.12104741198459015,0.3533394362436587,,,,,,0.002345806156310791,0.002345806156310791,52434
75,75.0,GILLINGHAM,South East,0.5233144461194573,0.23501585486302437,0.23408015802879867,,,,,,0.007589540988719654,0.007589540988719654,57711
76,76.0,GRAVESHAM,South East,0.49652860094151113,0.4035120398279541,0.08922342263013514,,,,,,0.010735936600399634,0.010735936600399634,59054
77,77.0,MAIDSTONE,South East,0.5419152437770006,0.18029554961256258,0.26272029074950287,,,,,,0.015068915860933963,0.015068915860933963,58332
78,78.0,MEDWAY,South East,0.5234316635370606,0.3460334766894825,0.09592747390312355,,,,,,0.03460738587033335,0.03460738587033335,49527
79,79.0,KENT MID,South East,0.5670044000876646,0.23575029081039162,0.19346898865418008,,,,,,0.0037763204477637103,0.0037763204477637103,59317
80,80.0,THANET NORTH,South East,0.5720348406226835,0.23456263899184582,0.1772238695329874,,,,,,,,53960
81,81.0,SEVENOAKS,South East,0.5751531088889658,0.1638351614130999,0.24378049202449742,,,,,,0.017231237673436907,0.017231237673436907,57802
82,82.0,THANET SOUTH,South East,0.5173522904203884,0.28148815864951243,0.1833155781365238,,,,,,,,48812
83,83.0,TONBRIDGE & MALLING,South East,0.571933888436737,0.18050773179740812,0.23452075377199022,,,,,,0.013037625993864647,0.013037625993864647,63892
84,84.0,TUNBRIDGE WELLS,South East,0.5694141178431535,0.13834486207183933,0.2838569880823402,,,,,,0.008384032002666889,0.008384032002666889,59995
85,85.0,BANBURY,South East,0.5501007479252757,0.2645913732454493,0.18103889894470818,,,,,,0.0042689798845667835,0.0042689798845667835,58562
86,86.0,HENLEY,South East,0.5968950231324648,0.14858979074314252,0.24086799976770745,,,,,,0.013647186356685185,0.013647186356685185,51659
87,87.0,OXFORD EAST,South East,0.3435275115295518,0.5037298365672752,0.12974730622914585,,,,,,0.02299534567402716,0.02299534567402716,47053
88,88.0,OXFORD WEST & ABINGDON,South East,0.4536653084772653,0.1379583889229438,0.38986045505354633,,,,,,0.018515847546244545,0.018515847546244545,55466
89,89.0,WANTAGE,South East,0.5411600205313368,0.19389723711924106,0.2495973380059824,,,,,,,,56499
90,90.0,WITNEY,South East,0.5638043106397537,0.21285727614841538,0.20826983485211334,,,,,,0.0150685783597176,0.0150685783597176,64306
91,91.0,CHERTSY & WALTON,South East,0.6020760635860561,0.19017658877022312,0.19992245602904374,,,,,,0.007824891614676959,0.007824891614676959,56742
92,92.0,SURREY EAST,South East,0.6231055848614251,0.10623377710792933,0.2535167043456418,,,,,,,,47772
93,93.0,EPSOM & EWELL,South East,0.6017175712297663,0.1570533948582729,0.23511316194243023,,,,,,0.006115871969530506,0.006115871969530506,54612
94,94.0,ESHER,South East,0.6544464075382803,0.11957344775365977,0.2259801447080599,,,,,,,,47544
95,95.0,GUILDFORD,South East,0.5526771432811701,0.11181834671767557,0.3316458618472041,,,,,,0.0038586481539501674,0.0038586481539501674,60643
96,96.0,MOLE VALLEY,South East,0.5930832164136951,0.09640859313788014,0.3024544013410834,,,,,,0.00805378910734134,0.00805378910734134,54881
97,97.0,SURREY NORTH WEST,South East,0.6379644760755685,0.13571177665439774,0.20431601936557875,,,,,,0.022007727904454998,0.022007727904454998,65477
98,98.0,REIGATE,South East,0.5708818370275873,0.16212193695848615,0.2579067665975655,,,,,,0.009089459416361027,0.009089459416361027,56439
99,99.0,SURREY SOUTH WEST,South East,0.5850658466475032,0.06417541279497292,0.33479844909419076,,,,,,0.01596029146333311,0.01596029146333311,59836
100,100.0,SPELTHORNE,South East,0.5854897175465671,0.22940817571690056,0.16512938305279404,,,,,,0.01997272368373829,0.01997272368373829,55726
101,101.0,WOKING,South East,0.5894920972074718,0.1261947897794715,0.2795964265633785,,,,,,0.004716686449678265,0.004716686449678265,64028
102,102.0,ARUNDEL,South East,0.5798015197170182,0.13626686754880127,0.2545198480282982,,,,,,0.029411764705882353,0.029411764705882353,61064
103,103.0,CHICHESTER,South East,0.5934496039076933,0.11259667470332217,0.2664464414315684,,,,,,0.027507279957416163,0.027507279957416163,63874
104,104.0,CRAWLEY,South East,0.48742072393370667,0.36211209191989285,0.13810576597221103,,,,,,,,61967
105,105.0,HORSHAM,South East,0.6171233076990555,0.09861399456124448,0.2505628819556127,,,,,,0.033699815784087254,0.033699815784087254,68398
106,106.0,SUSSEX MID,South East,0.5901747050918321,0.10379274301926236,0.2836493952516052,,,,,,0.022383156637300283,0.022383156637300283,66970
107,107.0,SHOREHAM,South East,0.5648730894252715,0.10586831731101735,0.3178643059686009,,,,,,0.011394287295110312,0.011394287295110312,57836
108,108.0,WORTHING,South East,0.5697102970330018,0.1112665966981525,0.294284238759225,,,,,,0.02473886750962067,0.02473886750962067,60027
109,109.0,CAMBRIDGE,Eastern,0.38522756518124046,0.39670975788410906,0.19870132441153762,,,,,,0.01936135252311286,0.01936135252311286,50513
110,110.0,HUNTINGDON,Eastern,0.6615819669902384,0.16901868015335672,0.12760692824319547,,,,,,0.041792424613209346,0.041792424613209346,73554
111,111.0,CAMBRIDGESHIRE NORTH EAST,Eastern,0.5403599457874996,0.1378321303621521,0.30250260030888515,,,,,,0.019305323541463106,0.019305323541463106,63454
112,112.0,PETERBOROUGH,Eastern,0.48339914945321993,0.40174665856622116,0.07910085054678007,,,,,,0.03575334143377886,0.03575334143377886,65840
113,113.0,CAMBRIDGESHIRE SOUTH EAST,Eastern,0.5793845036396078,0.20034422320822345,0.2034232840157269,,,,,,0.01684798913644187,0.01684798913644187,63331
114,114.0,CAMBRIDGESHIRE SOUTH WEST,Eastern,0.5681695365785976,0.1369670945975551,0.28136821043099797,,,,,,0.01349515839284932,0.01349515839284932,68469
115,115.0,GREAT YARMOUTH,Eastern,0.47932719413644054,0.3795527156549521,0.13578274760383385,,,,,,0.005337342604773539,0.005337342604773539,53210
116,116.0,NORFOLK MID,Eastern,0.5430705900289678,0.2541850891904254,0.19929867357828937,,,,,,0.0034456472023174263,0.0034456472023174263,65590
117,117.0,NORFOLK NORTH,Eastern,0.48297597693249067,0.2321838695076361,0.27266936011131415,,,,,,0.01217079344855912,0.01217079344855912,59651
118,118.0,NORFOLK NORTH WEST,Eastern,0.5210891104957341,0.33598514558289183,0.13764346197557345,,,,,,0.005282281945800586,0.005282281945800586,62473
119,119.0,NORWICH NORTH,Eastern,0.43276580958999306,0.42763107095977143,0.12944946336190255,,,,,,0.010153656088332947,0.010153656088332947,51804
120,120.0,NORWICH SOUTH,Eastern,0.3664098312688969,0.4869794206573686,0.12891836535648102,,,,,,0.017692382717253485,0.017692382717253485,51265
121,121.0,NORFOLK SOUTH,Eastern,0.5261385012467737,0.1811394490864284,0.2700030622511921,,,,,,0.022718987415605817,0.022718987415605817,68577
122,122.0,NORFOLK SOUTH WEST,Eastern,0.5462325430334524,0.27128937966872363,0.18247807729782398,,,,,,,,61580
123,123.0,BURY ST. EDMUNDS,Eastern,0.5352795724655021,0.2355746988912818,0.2203716997686847,,,,,,0.008774028874531386,0.008774028874531386,62685
124,124.0,SUFFOLK CENTRAL,Eastern,0.4956782315383689,0.23513733285146368,0.2542765931815444,,,,,,0.014907842428623058,0.014907842428623058,66408
125,125.0,IPSWICH,Eastern,0.4334024358642135,0.4383074815829415,0.11400066634583349,,,,,,0.014289416207011438,0.014289416207011438,54026
126,126.0,SUFFOLK SOUTH,Eastern,0.5017738678973176,0.23973175656186904,0.2524372656475339,,,,,,0.006057109893279493,0.006057109893279493,69340
127,127.0,SUFFOLK COASTAL,Eastern,0.5355322894468637,0.20859198863460884,0.23773124556039407,,,,,,0.01814447635813336,0.01814447635813336,64758
128,128.0,WAVENEY,Eastern,0.481669159177036,0.38435961842812133,0.1295863400752109,,,,,,0.004384882319631786,0.004384882319631786,68873
129,129.0,BARKING,London,0.33857219720782716,0.5160705689122986,0.14535723387987426,,,,,,,,35313
130,130.0,BATTERSEA,London,0.5047722882117787,0.41219563512557145,0.06998718463686616,,,,,,0.013044892025783746,0.013044892025783746,52281
131,131.0,BECKENHAM,London,0.56871556659825,0.23847898887328509,0.1736631738144107,,,,,,0.01914227071405423,0.01914227071405423,46285
132,132.0,BETHNAL GREEN & STEPNEY,London,0.17855280849545865,0.5584062782976155,0.22281370907993306,,,,,,0.040227204126992835,0.040227204126992835,36443
133,133.0,BEXLEYHEATH,London,0.5401767820602071,0.24302259350674008,0.213214353521929,,,,,,0.0035862709111237684,0.0035862709111237684,47403
134,134.0,BOW & POPLAR,London,0.18422956353990838,0.49532459877287466,0.27015513222409776,,,,,,0.050290705463119256,0.050290705463119256,37323
135,135.0,BRENT EAST,London,0.3655984303466318,0.5283137126662306,0.08853826030085023,,,,,,0.017549596686287333,0.017549596686287333,36696
136,136.0,BRENT NORTH,London,0.5638256938098215,0.3201866192102352,0.09977875042085518,,,,,,0.016208936559088068,0.016208936559088068,41582
137,137.0,BRENT SOUTH,London,0.3050219920939814,0.5751906909414843,0.10183174656199544,,,,,,0.017955570402538833,0.017955570402538833,35922
138,138.0,BRENTFORD & ISLEWORTH,London,0.45813282001924927,0.41952321018731026,0.10518619974827867,,,,,,,,54028
139,139.0,CARSHALTON & WALLINGTON,London,0.4974410493593146,0.176908787626052,0.30896959587535067,,,,,,0.016680567139282735,0.016680567139282735,52756
140,140.0,CHELSEA,London,0.6512468781451523,0.17452566444253922,0.15286837887203192,,,,,,0.021359078540276587,0.021359078540276587,26827
141,141.0,CHINGFORD,London,0.5922430659454483,0.24840603061341926,0.13131545632408792,,,,,,0.02803544711704454,0.02803544711704454,43445
142,142.0,CHIPPING BARNET,London,0.5697966999933198,0.25914627357545256,0.16137077200561134,,,,,,0.009686254425616245,0.009686254425616245,44909
143,143.0,CHISLEHURST,London,0.5835729436719302,0.22354466179589913,0.15750648126325714,,,,,,0.035375913268913504,0.035375913268913504,42430
144,144.0,CROYDON CENTRAL,London,0.5538123313680424,0.31273108823823326,0.1334565803937244,,,,,,,,40028
145,145.0,CROYDON NORTH EAST,London,0.5138736174891663,0.35275855378047993,0.1333678287303538,,,,,,,,46383
146,146.0,CROYDON NORTH WEST,London,0.4351454105564608,0.4728188416530884,0.0920357477904508,,,,,,,,40506
147,147.0,CROYDON SOUTH,London,0.6367526470822387,0.12825411989491284,0.23023644614282301,,,,,,0.004756786880025476,0.004756786880025476,50244
148,148.0,DAGENHAM,London,0.3628900225412267,0.5226480009491042,0.114461976509669,,,,,,,,42145
149,149.0,DULWICH,London,0.4181041388518024,0.47300400534045395,0.10889185580774366,,,,,,,,37450
150,150.0,EALING NORTH,London,0.4970851301708992,0.37797476441463024,0.10475563009103978,,,,,,0.02018447532343076,0.02018447532343076,50088
151,151.0,EALING ACTON,London,0.5059833273574758,0.3489602007888132,0.1229607386159914,,,,,,0.022095733237719614,0.022095733237719614,44624
152,152.0,EALING SOUTHALL,London,0.33552166447833554,0.47421472578527424,0.07655792344207656,,,,,,0.11370568629431371,0.11370568629431371,49505
153,153.0,EDMONTON,London,0.4627510166436088,0.45032071437555027,0.0825891921351612,,,,,,0.004339076845679789,0.004339076845679789,47706
154,154.0,ELTHAM,London,0.4596496371765741,0.4189450023210926,0.11737398910308094,,,,,,0.0040313713992523635,0.0040313713992523635,40929
155,155.0,ENFIELD NORTH,London,0.5290119931467733,0.34949552636588616,0.1107367218732153,,,,,,0.010755758614125262,0.010755758614125262,52530
156,156.0,ENFIELD SOUTHGATE,London,0.5793668589599853,0.26212365207819477,0.14432191124610147,,,,,,,,49057
157,157.0,ERITH & CRAYFORD,London,0.46482934068263726,0.4152427390290439,0.11992792028831885,,,,,,,,47170
158,158.0,FELTHAM & HESTON,London,0.4275718450645564,0.460807996668055,0.1116201582673886,,,,,,,,60025
159,159.0,FINCHLEY,London,0.5121345634234804,0.35663688809912125,0.11119495630583481,,,,,,0.020033592171563495,0.020033592171563495,41081
160,160.0,FULHAM,London,0.5336818521284541,0.3699029126213592,0.08312173263629574,,,,,,0.013293502613890963,0.013293502613890963,40170
161,161.0,GREENWICH,London,0.1951438344641956,0.4101945830763192,0.37214714293725115,,,,,,0.02251443952223406,0.02251443952223406,35666
162,162.0,HACKNEY NORTH & STOKE NEWINGTON,London,0.2694390047229582,0.5783607879276581,0.11507890795991245,,,,,,0.03712129938947126,0.03712129938947126,34724
163,163.0,HACKNEY SOUTH & SHOREDITCH,London,0.289763353617309,0.533603786342123,0.14964164976335362,,,,,,0.026991210277214333,0.026991210277214333,36975
164,164.0,HAMMERSMITH,London,0.37028857479387517,0.5102767962308599,0.09952885747938751,,,,,,0.0199057714958775,0.0199057714958775,33960
165,165.0,HAMPSTEAD & HIGHGATE,London,0.41759973654497556,0.45147252540459165,0.11208599924727136,,,,,,0.01884173880316146,0.01884173880316146,42512
166,166.0,HARROW EAST,London,0.5286664718320755,0.3378775636507418,0.10933658821709158,,,,,,0.024119376300091113,0.024119376300091113,58169
167,167.0,HARROW WEST,London,0.5519859813084113,0.2253030081775701,0.201701226635514,,,,,,0.021009783878504672,0.021009783878504672,54784
168,168.0,HAYES & HARLINGTON,London,0.44908634237389683,0.44786505979676017,0.10304859782934304,,,,,,,,43397
169,169.0,HENDON NORTH,London,0.5318147736380795,0.34767432841223467,0.10693693926623057,,,,,,0.013573958683455284,0.013573958683455284,38677
170,170.0,HENDON SOUTH,London,0.5877500927590833,0.24391357707566286,0.16008790706966922,,,,,,0.008248423095584668,0.008248423095584668,35037
171,171.0,HOLBORN & ST PANCRAS,London,0.28113843956963835,0.5476278405593716,0.13482039540094048,,,,,,0.03641332447004949,0.03641332447004949,40617
172,172.0,HORNCHURCH,London,0.5346462889330682,0.34484758117958914,0.11112491716368456,,,,,,0.009381212723658052,0.009381212723658052,48288
173,173.0,HORNSEY & WOOD GREEN,London,0.3918237752704181,0.48468975909017525,0.0995031122751,,,,,,0.0239833533643066,0.0239833533643066,55747
174,174.0,ILFORD NORTH,London,0.5397880013113321,0.3415364441044695,0.11867555458419844,,,,,,,,45755
175,175.0,ILFORD SOUTH,London,0.4439982255014126,0.45338438908216394,0.09633659436363212,,,,,,0.006280791052791333,0.006280791052791333,42829
176,176.0,ISLINGTON NORTH,London,0.23665856493712353,0.5743950121525944,0.1514318926344711,,,,,,0.03751453027581105,0.03751453027581105,37852
177,177.0,ISLINGTON SOUTH & FINSBURY,London,0.24661751197835208,0.5110598048707827,0.2330379086914426,,,,,,0.009284774459422556,0.009284774459422556,40281
178,178.0,KENSINGTON,London,0.5032709372368677,0.3883671222229419,0.08970788263488567,,,,,,0.018654057905304746,0.018654057905304746,30878
179,179.0,KINGSTON UPON THAMES,London,0.5162168235499738,0.1934533469825972,0.2627150383261342,,,,,,0.02761479114129485,0.02761479114129485,40051
180,180.0,LEWISHAM EAST,London,0.4284952469278924,0.45388360769765823,0.11307674472524924,,,,,,0.004544400649200093,0.004544400649200093,43130
181,181.0,LEWISHAM WEST,London,0.4281827195794037,0.4698964650540734,0.09903843936633847,,,,,,0.002882376000184472,0.002882376000184472,43367
182,182.0,LEWISHAM DEPTFORD,London,0.27866598366180473,0.6086112534037906,0.11272276293440457,,,,,,,,37091
183,183.0,LEYTON,London,0.22931619723784105,0.5268831135179954,0.2119555359780271,,,,,,0.03184515326613634,0.03184515326613634,38593
184,184.0,MITCHAM & MORDEN,London,0.4647559879654593,0.43087953737350054,0.0915680068768804,,,,,,,,51186
185,185.0,NEWHAM NORTH EAST,London,0.30513662418609827,0.5830040625521732,0.11185931326172853,,,,,,,,35938
186,186.0,NEWHAM NORTH WEST,London,0.2588822738621087,0.6111388515459958,0.09391204148261956,,,,,,0.03606683310927598,0.03606683310927598,26035
187,187.0,NEWHAM SOUTH,London,0.3851101149873319,0.46638082245176377,0.14850906256090432,,,,,,,,30786
188,188.0,NORWOOD,London,0.32315433330441573,0.5318238338972268,0.11818628726757469,,,,,,0.0268355455307828,0.0268355455307828,34581
189,189.0,OLD BEXLEY & SIDCUP,London,0.603405725567621,0.21596742349457057,0.15888450148075026,,,,,,0.021742349457058243,0.021742349457058243,40520
190,190.0,ORPINGTON,London,0.5717711330747738,0.11493390049626757,0.3020559656365987,,,,,,0.011239000792359982,0.011239000792359982,47958
191,191.0,PECKHAM,London,0.23526788558323247,0.6176657960119768,0.1379562973816653,,,,,,0.009110021023125438,0.009110021023125438,31394
192,192.0,PUTNEY,London,0.522106834152105,0.3661049271396887,0.09609684306531517,,,,,,0.015691395642891195,0.015691395642891195,48243
193,193.0,RAVENSBOURNE,London,0.6342648323301806,0.1328890799656062,0.2104901117798796,,,,,,0.02235597592433362,0.02235597592433362,46520
194,194.0,RICHMOND & BARNES,London,0.5073462603878116,0.05832686980609418,0.421606648199446,,,,,,0.012720221606648199,0.012720221606648199,45125
195,195.0,ROMFORD,London,0.565819148683617,0.2947083541058329,0.12651045746979084,,,,,,,,42123
196,196.0,RUISLIP - NORTHWOOD,London,0.6334430516728289,0.1872576427089909,0.17447470466227794,,,,,,0.0048246009559022454,0.0048246009559022454,44356
197,197.0,SOUTHWARK & BERMONDSEY,London,0.10054592675041077,0.30778608151799436,0.5686913658769279,,,,,,0.02297662585466688,0.02297662585466688,37734
198,198.0,STREATHAM,London,0.42334947744073415,0.4824114198317614,0.07285240887076218,,,,,,0.02138669385674229,0.02138669385674229,39230
199,199.0,SURBITON,London,0.5442353883106485,0.18254603682946358,0.26861489191353083,,,,,,0.004603682946357086,0.004603682946357086,34972
