,id,Constituency,Country/Region,Con Vote,Labour Vote,Liberal Vote,SNP/PC Vote,DUP Vote,OUP Vote,Sinn Fein Vote,SDLP Vote,Alliance Vote,Worker's Party Vote,Other Vote,Total votes
0,1,LUTON SOUTH,Eastern,0.4623657921762674,0.366856502660816,0.17077770516291663,,,,,,,,,53555
1,2,BEDFORDSHIRE MID,Eastern,0.5897625878866223,0.18070750701516536,0.2295299050982123,,,,,,,,,63434
2,3,BEDFORDSHIRE NORTH,Eastern,0.5258104298801973,0.23150105708245244,0.2350246652572234,,,,,,,,0.00766384778012685,56760
3,4,LUTON NORTH,Eastern,0.5382638442704083,0.2678382273777068,0.19389792835188496,,,,,,,,,57587
4,5,BEDFORDSHIRE SOUTH WEST,Eastern,0.5815057362145811,0.18265780623984296,0.22261017876393827,,,,,,,,0.013226278781637677,62149
5,6,BERKSHIRE EAST,South East,0.6028466129007386,0.14320961001711668,0.25394377708214466,,,,,,,,,64849
6,7,NEWBURY,South East,0.6014086188372926,0.08125991234502634,0.31733146881768104,,,,,,,,,58639
7,8,READING EAST,South East,0.5382626094835398,0.21464436726064634,0.23214285714285715,,,,,,,,0.014950166112956811,52976
8,9,READING WEST,South East,0.5530165971839849,0.21275466058365453,0.2235703610477464,,,,,,,,0.010658381184614174,50852
9,10,SLOUGH,South East,0.46949687791573963,0.3961099547836073,0.13439316730065312,,,,,,,,,55732
10,11,WINDSOR & MAIDENHEAD,South East,0.5684270395958447,0.11171147058331521,0.2700613927968015,,,,,,,,0.049800097024038543,59779
11,12,WOKINGHAM,South East,0.6138378745123437,0.0866910302077069,0.2994710952799494,,,,,,,,,64851
12,13,AYLESBURY,South East,0.5752119752957187,0.13845563348337345,0.2863323912209079,,,,,,,,,57318
13,14,BEACONSFIELD,South East,0.6597244219195438,0.10300522648083624,0.2372703515996199,,,,,,,,,50512
14,15,BUCKINGHAM,South East,0.5863521175548304,0.1650471276731509,0.24860075477201873,,,,,,,,,54851
15,16,CHESHAM & AMERSHAM,South East,0.621716097877401,0.09315651014450971,0.27143320480017297,,,,,,,,0.01369418717791632,55498
16,17,MILTON KEYNES,South East,0.4782467707939253,0.21768091660811761,0.2931281413824785,,,,,,,,0.010944171215478572,74012
17,18,WYCOMBE,South East,0.5386275108836783,0.18660734743756205,0.27476514167875965,,,,,,,,,52372
18,19,BEXHILL & BATTLE,South East,0.6644367033489035,0.07725041564405036,0.25831288100704614,,,,,,,,,50524
19,20,BRIGHTON KEMPTOWN,South East,0.5354262287776838,0.3291074372799786,0.13546633394233767,,,,,,,,,44882
20,21,BRIGHTON PAVILION,South East,0.5078634092426719,0.2973589076423588,0.19477768311496926,,,,,,,,,43429
21,22,EASTBOURNE,South East,0.5992755950469257,0.08792777361453093,0.2973271955179674,,,,,,,,0.015469435820575956,56046
22,23,HASTINGS & RYE,South East,0.500823124042879,0.13064701378254212,0.36018376722817763,,,,,,,,0.008346094946401225,52240
23,24,HOVE,South East,0.5882400747693933,0.1830631069933764,0.21809094233816897,,,,,,,,0.01060587589906132,49218
24,25,LEWES,South East,0.5681128560021294,0.08824416644485848,0.3264306627628427,,,,,,,,0.01721231479016946,56355
25,26,WEALDEN,South East,0.6419532148792023,0.08332572451197019,0.27472106060882745,,,,,,,,,54761
26,27,BASILDON,Eastern,0.4353662908815679,0.38260367286778474,0.18203003625064734,,,,,,,,,50206
27,28,BILLERICAY,Eastern,0.5491877990820013,0.19437481688857058,0.25643738402942806,,,,,,,,,61438
28,29,BRAINTREE,Eastern,0.541839869871679,0.19328656162200353,0.2648735685063175,,,,,,,,,60863
29,30,BRENTWOOD & ONGAR,Eastern,0.6049547099750576,0.1320630872231495,0.2501172102094781,,,,,,,,0.01286499259231476,53323
30,31,CASTLE POINT,Eastern,0.5991803940568475,0.19020510335917312,0.21061450258397932,,,,,,,,,49536
31,32,CHELMSFORD,Eastern,0.5194091023013755,0.06843680431673768,0.4049890164973684,,,,,,,,0.0071650768845184214,67829
32,33,EPPING FOREST,Eastern,0.6093559793635152,0.18354491527061234,0.19366993217784476,,,,,,,,0.013429173188027747,51753
33,34,HARLOW,Eastern,0.47241792562463686,0.3657030796048809,0.1618789947704823,,,,,,,,,55072
34,35,HARWICH,Eastern,0.5176495492793762,0.17499603083599413,0.30451426252932773,,,,,,,,0.002840157355301921,56687
35,36,COLCHESTER NORTH,Eastern,0.5227893165599706,0.1719056817637574,0.30530500167627195,,,,,,,,,62639
36,37,ROCHFORD,Eastern,0.6043330300886148,0.12311735570605478,0.27254961420533036,,,,,,,,,59358
