,id,Constituency,Country/Region,Country,Con Vote,Liberal Vote,Labour Vote,SNP Vote,PC Vote,DUP Vote,Sinn Fein Vote,SDLP Vote,UUP Vote,Other Vote,Total votes
37,38,HARWICH,Eastern,England,0.4022654057986075,0.08519172815130417,0.45621947417645226,,,,,,,0.05632339187363608,48115
38,39,MALDON & EAST CHELMSFORD,Eastern,England,0.4924943310657596,0.15877551020408162,0.3006122448979592,,,,,,,0.048117913832199544,44100
39,40,NORTH ESSEX,Eastern,England,0.4744793520825917,0.17504004983980065,0.31459149163403344,,,,,,,0.03588910644357422,44944
40,41,RAYLEIGH,Eastern,England,0.5011105136417834,0.15463025740537253,0.3072966591073808,,,,,,,0.03696256984546326,42773
41,42,ROCHFORD & SOUTHEND EAST,Eastern,England,0.5355655238705543,0.07422834561572146,0.347751788956531,,,,,,,0.04245434155719321,37452
42,43,SAFFRON WALDEN,Eastern,England,0.489308553157474,0.24942046362909673,0.22591926458832934,,,,,,,0.03535171862509992,50040
43,44,SOUTHEND WEST,Eastern,England,0.4632240802675585,0.24933779264214045,0.2507558528428094,,,,,,,0.03668227424749164,37375
44,45,THURROCK,Eastern,England,0.2977356672555002,0.10293881483860608,0.5653069964134683,,,,,,,0.03401852149242546,37362
45,46,WEST CHELMSFORD,Eastern,England,0.4246931018008849,0.23257794487256714,0.2946430426022475,,,,,,,0.04808591072430052,48143
46,47,ALDERSHOT,South East,England,0.4218777601130542,0.27627627627627627,0.2515898251192369,,,,,,,0.05025613849143261,45288
47,48,BASINGSTOKE,South East,England,0.4269194707782061,0.13945202625273467,0.4085842275237004,,,,,,,0.02504427544535889,47995
48,49,EAST HAMPSHIRE,South East,England,0.4762472906599853,0.2994690687824375,0.1961860446618545,,,,,,,0.02809759589572272,50289
49,50,EASTLEIGH,South East,England,0.34267336514409436,0.40695352405776386,0.2191579257141656,,,,,,,0.031215185083976204,47573
50,51,FAREHAM,South East,England,0.4706361255968491,0.18709705811164654,0.31641252447906354,,,,,,,0.025854291812440866,45447
51,52,GOSPORT,South East,England,0.4364020206589761,0.15107190429515696,0.3705295433411244,,,,,,,0.04199653170474252,39789
52,53,HAVANT,South East,England,0.43942428963572966,0.18567153844251552,0.3353859089447783,,,,,,,0.03951826297697653,40437
53,54,NEW FOREST EAST,South East,England,0.4244392811418275,0.33365735691592774,0.21672435867039688,,,,,,,0.025179003271847883,42178
54,55,NEW FOREST WEST,South East,England,0.5574205548120761,0.25821670787306916,0.14700478599133532,,,,,,,0.037357951323519406,44087
55,56,NORTH EAST HAMPSHIRE,South East,England,0.5319817052358523,0.23032288893439826,0.1989669374473798,,,,,,,0.03872846838236967,43947
56,57,NORTH WEST HAMPSHIRE,South East,England,0.5012029363985935,0.2123953856593531,0.25426168493347867,,,,,,,0.03213999300857478,48631
57,58,PORTSMOUTH NORTH,South East,England,0.36733033147073185,0.10294037866869202,0.5065914392665328,,,,,,,0.02313785059404329,36866
58,59,PORTSMOUTH SOUTH,South East,England,0.29062117503059975,0.44599143206854347,0.23870359037127703,,,,,,,0.024683802529579763,39216
59,60,ROMSEY,South East,England,0.4206855279721001,0.46959285168905673,0.08225510225138777,,,,,,,0.027466518087455375,48459
60,61,"SOUTHAMPTON, ITCHEN",South East,England,0.27385009547289296,0.14973533463853236,0.5451139632127233,,,,,,,0.0313006066758514,41373
61,62,"SOUTHAMPTON, TEST",South East,England,0.2553698135898978,0.18092603728202045,0.5249308478653036,,,,,,,0.038773301262778115,41575
62,63,WINCHESTER,South East,England,0.38283917644274656,0.5456911998377227,0.05912978802528821,,,,,,,0.012339835694242537,59158
63,64,BROXBOURNE,Eastern,England,0.5413396749900912,0.1098692033293698,0.3037125115603118,,,,,,,0.04507861012022724,37845
64,65,HEMEL HEMPSTEAD,Eastern,England,0.38460867859555825,0.12808665518819606,0.46616393871368483,,,,,,,0.021140727502560862,45883
65,66,HERTFORD & STORTFORD,Eastern,England,0.4467101916228591,0.1989994912667458,0.32794217398677294,,,,,,,0.02634814312362218,47176
66,67,HERTSMERE,Eastern,England,0.4783760992651488,0.15178894109143476,0.36026984700638476,,,,,,,0.009565112637031683,41505
67,68,HITCHIN & HARPENDEN,Eastern,England,0.47348855845427834,0.17977027869290357,0.32517140058765914,,,,,,,0.021569762265158936,44924
68,69,NORTH EAST HERTFORDSHIRE,Eastern,England,0.44114682495240226,0.17215813640945235,0.3640049277634674,,,,,,,0.022690110874678017,44645
69,70,SOUTH WEST HERTFORDSHIRE,Eastern,England,0.44284837842983776,0.26298419683090396,0.26977511688421585,,,,,,,0.024392307855042417,47269
70,71,ST ALBANS,Eastern,England,0.35243710152875846,0.1793149151070588,0.4544914421516876,,,,,,,0.013756541212495144,43761
71,72,STEVENAGE,Eastern,England,0.3170329540904059,0.1419687654582715,0.5188090358749676,,,,,,,0.022189244576355027,42453
72,73,WATFORD,Eastern,England,0.33289485034072286,0.17441559561804537,0.4526869662727508,,,,,,,0.04000258776848098,46372
73,74,WELWYN HATFIELD,Eastern,England,0.403727143224119,0.14060857990238435,0.4316573643772915,,,,,,,0.024006912496205134,42821
74,75,ISLE OF WIGHT,South East,England,0.39732522604832865,0.3528086701742226,0.15242115875366247,,,,,,,0.09744494502378627,63482
75,76,ASHFORD,South East,England,0.4743517533429293,0.15094811940672132,0.3208377662348499,,,,,,,0.05386236101549951,47937
76,77,CANTERBURY,South East,England,0.4145838872640255,0.17849862625188337,0.3687405831782327,,,,,,,0.03817690330585837,45132
77,78,CHATHAM & AYLESFORD,South East,England,0.3734742670190009,0.11840946269032339,0.4826978734113502,,,,,,,0.025418396879325532,39735
78,79,DARTFORD,South East,England,0.4059007599463567,0.0845105051408136,0.47979436745641485,,,,,,,0.029794367456414842,44740
79,80,DOVER,South East,England,0.3724199288256228,0.11412366548042704,0.4880560498220641,,,,,,,0.025400355871886122,44960
80,81,FAVERSHAM & MID KENT,South East,England,0.456480962704928,0.13468612214075174,0.3545833231833573,,,,,,,0.05424959197096295,41051
81,82,FOLKESTONE & HYTHE,South East,England,0.45022353069458076,0.3214044269981463,0.20194090066514012,,,,,,,0.02643114164213281,45855
82,83,GILLINGHAM,South East,England,0.3911210082441012,0.13633563915474273,0.4449445655263906,,,,,,,0.02759878707476547,42212
83,84,GRAVESHAM,South East,England,0.387520337312954,0.09237150255505397,0.49893443937762094,,,,,,,0.02117372075437109,43639
84,85,MAIDSTONE & THE WEALD,South East,England,0.49632490071746715,0.1988722381903153,0.2699387849134432,,,,,,,0.034864076178774385,45577
85,86,MEDWAY,South East,England,0.39197099197099194,0.09334369334369334,0.48987308987308986,,,,,,,0.024812224812224812,38610
86,87,NORTH THANET,South East,England,0.502770612400879,0.10994076621763638,0.34393809114359414,,,,,,,0.04335053023789051,41868
87,88,SEVENOAKS,South East,England,0.4940160510630309,0.2162200215891491,0.25573755103956447,,,,,,,0.0340263763082555,42614
88,89,SITTINGBOURNE & SHEPPEY,South East,England,0.36533889798721536,0.1413967985630514,0.4580273654181415,,,,,,,0.03523693803159174,37858
89,90,SOUTH THANET,South East,England,0.41108744167173866,0.09398458105092311,0.4565327652667884,,,,,,,0.03839521201054981,39432
90,91,TONBRIDGE & MALLING,South East,England,0.4938259967951739,0.17921104722405504,0.2994155905363371,,,,,,,0.02754736544443397,42436
91,92,TUNBRIDGE WELLS,South East,England,0.48861968607746076,0.24658590582323822,0.23213352901669113,,,,,,,0.03266087908260989,40201
92,93,BANBURY,South East,England,0.4517325050956032,0.15948752790449383,0.3504222071241386,,,,,,,0.03835775987576434,51515
93,94,HENLEY,South East,England,0.4609355645143127,0.27044435936127564,0.21096371703340014,,,,,,,0.057656359091011467,44401
94,95,OXFORD EAST,South East,England,0.18686006825938567,0.23431539851435454,0.49390182694238105,,,,,,,0.08492270628387874,39848
95,96,OXFORD WEST & ABINGDON,South East,England,0.3002831213155445,0.4783974557865343,0.17673751163512255,,,,,,,0.04458191126279863,51568
96,97,WANTAGE,South East,England,0.3964053817500865,0.28040464898532436,0.28241975208125547,,,,,,,0.04077021718333367,49129
97,98,WITNEY,South East,England,0.4502367741804362,0.20323963985935817,0.28819380932056987,,,,,,,0.058329776639635796,49203
98,99,EAST SURREY,South East,England,0.5251121171544559,0.24448978724308698,0.1911624051520755,,,,,,,0.03923569045038152,47049
99,100,EPSOM & EWELL,South East,England,0.480886735415818,0.221169307291555,0.26477713697660954,,,,,,,0.033166820316017406,46643
100,101,ESHER & WALTON,South East,England,0.4896883442050471,0.22492367837297667,0.23627857942939975,,,,,,,0.049109397992576485,45531
101,102,GUILDFORD,South East,England,0.41428033945069187,0.4255256887253877,0.13707620918857907,,,,,,,0.02311776263534133,47842
102,103,MOLE VALLEY,South East,England,0.5053959891230455,0.2897051325628824,0.16648963290278723,,,,,,,0.03840924541128484,47072
103,104,REIGATE,South East,England,0.4781628413639358,0.21102497846683893,0.27486446775092466,,,,,,,0.03594771241830065,39474
104,105,RUNNYMEDE & WEYBRIDGE,South East,England,0.4866355536699194,0.16320181021071983,0.2895865742704945,,,,,,,0.06057606184886626,42426
105,106,SOUTH WEST SURREY,South East,England,0.4529359574124859,0.43557428617518956,0.08713098886917245,,,,,,,0.02435876754315212,49592
106,107,SPELTHORNE,South East,England,0.45104560463224386,0.14729386993348328,0.37299612384552805,,,,,,,0.028664401588744795,41794
107,108,SURREY HEATH,South East,England,0.49667420513502725,0.2567957075074276,0.213737749988914,,,,,,,0.0327923373686311,45102
108,109,WOKING,South East,England,0.4601957585644372,0.3026800279655092,0.20307620601258447,,,,,,,0.03404800745746912,42910
109,110,ARUNDEL & SOUTH DOWNS,South East,England,0.5223256118023927,0.22369195231972805,0.20675978992786942,,,,,,,0.04722264595000981,45889
110,111,BOGNOR REGIS & LITTLEHAMPTON,South East,England,0.4517039622254157,0.1756826113734346,0.3068928351467871,,,,,,,0.06572059125436255,38968
111,112,CHICHESTER,South East,England,0.4703130041949016,0.24130767989674087,0.21432316876411744,,,,,,,0.07405614714424008,49584
112,113,CRAWLEY,South East,England,0.3218361717741731,0.12675557355062378,0.4931548447503606,,,,,,,0.05825340992484247,39517
113,114,EAST WORTHING & SHOREHAM,South East,England,0.4320609269062877,0.22931178601281693,0.28951890034364264,,,,,,,0.049108386737252714,43068
114,115,HORSHAM,South East,England,0.5147528067756549,0.24557809730155603,0.2022257238526689,,,,,,,0.03744337207012015,50770
115,116,MID SUSSEX,South East,England,0.4615686788005761,0.3110296364191873,0.18971236523940466,,,,,,,0.03768931954083191,45822
116,117,WORTHING WEST,South East,England,0.4746233423592307,0.26547709967830774,0.21453863778379503,,,,,,,0.04536092017866648,43209
117,118,CAMBRIDGE,Eastern,England,0.22945653188906528,0.2506536558035297,0.45092912503501725,,,,,,,0.06896068727238772,42836
118,119,HUNTINGDON,Eastern,England,0.49923608140316567,0.238648169651042,0.2283811037095887,,,,,,,0.03373464523620363,49089
119,120,NORTH EAST CAMBRIDGESHIRE,Eastern,England,0.4814051736696427,0.14012195375746603,0.3487752596199871,,,,,,,0.029697612952904205,48051
120,121,NORTH WEST CAMBRIDGESHIRE,Eastern,England,0.49811174811174813,0.15827190827190826,0.3138138138138138,,,,,,,0.029802529802529804,43956
121,122,PETERBOROUGH,Eastern,England,0.3798101075052748,0.14470511403596906,0.4514970360695268,,,,,,,0.023987742389229377,39812
122,123,SOUTH CAMBRIDGESHIRE,Eastern,England,0.4424194782896506,0.2685918785296125,0.2427959702943671,,,,,,,0.046192672886369746,48341
123,124,SOUTH EAST CAMBRIDGESHIRE,Eastern,England,0.44187256678101994,0.26860810237829086,0.26431021855606524,,,,,,,0.025209112284623983,51886
124,125,GREAT YARMOUTH,Eastern,England,0.3909230540553931,0.0840311152950503,0.5039885051776247,,,,,,,0.021057325471931825,40366
125,126,MID NORFOLK,Eastern,England,0.44757174392935983,0.1450293065387836,0.36075588033797673,,,,,,,0.04664306919387988,52548
126,127,NORTH NORFOLK,Eastern,England,0.41791177516897904,0.4265030238349342,0.13322660974742084,,,,,,,0.022358591248665956,56220
127,128,NORTH WEST NORFOLK,Eastern,England,0.485245005175478,0.08382321348358494,0.4171825869577954,,,,,,,0.013749194383141613,51203
128,129,NORWICH NORTH,Eastern,England,0.3455298811768317,0.14798088306221774,0.47406498004998465,,,,,,,0.03242425571096593,45614
129,130,NORWICH SOUTH,Eastern,England,0.2477225770097671,0.2263335837716003,0.45470980465815175,,,,,,,0.07123403456048084,42592
130,131,SOUTH NORFOLK,Eastern,England,0.42176688301239074,0.29852133955550786,0.2452931395161723,,,,,,,0.034418637915929126,55929
131,132,SOUTH WEST NORFOLK,Eastern,England,0.5218795444673177,0.10729192241590965,0.34499235113033294,,,,,,,0.02583618198643978,52949
132,133,BURY ST EDMUNDS,Eastern,England,0.434765306325487,0.13924428437829556,0.38496129892353304,,,,,,,0.041029110372684405,50257
133,134,CENTRAL SUFFOLK & NORTH IPSWICH,Eastern,England,0.4442085597826087,0.16119650135869565,0.37056300951086957,,,,,,,0.024031929347826088,47104
134,135,IPSWICH,Eastern,England,0.30537905487099015,0.15187919635736888,0.5132611324055257,,,,,,,0.0294806163661153,38873
135,136,SOUTH SUFFOLK,Eastern,England,0.4139270969023911,0.24939836177775815,0.3017464067295167,,,,,,,0.034928134590334045,45293
136,137,SUFFOLK COASTAL,Eastern,England,0.4334120261074851,0.18235562521078422,0.3475906124149424,,,,,,,0.03664173626678834,50407
137,138,WAVENEY,Eastern,England,0.3256726100875612,0.11385078550681621,0.5070070176182501,,,,,,,0.05346958678737253,47167
138,139,WEST SUFFOLK,Eastern,England,0.47593356107904344,0.11820002355990104,0.3747437860760985,,,,,,,0.031122629284957005,42445
139,140,BARKING,London,England,0.22956300246756348,0.09750855687335827,0.6090105866433176,,,,,,,0.06391785401576057,25126
140,141,BATTERSEA,London,England,0.36531355287468753,0.12091077056841648,0.5026084121291164,,,,,,,0.01116726442777959,36804
141,142,BECKENHAM,London,England,0.45252622799701503,0.16039682191299767,0.3436855274131952,,,,,,,0.043391422676792066,45562
142,143,BETHNAL GREEN & BOW,London,England,0.24269797469672516,0.15478731712396523,0.5045035664080804,,,,,,,0.09801114177122924,38414
143,144,BEXLEYHEATH & CRAYFORD,London,England,0.39925206795779883,0.11085244440041607,0.43570756352469164,,,,,,,0.054187924117093465,40378
144,145,BRENT EAST,London,England,0.18205022075055188,0.10571881898454746,0.6320709161147903,,,,,,,0.08016004415011038,28992
145,146,BRENT NORTH,London,England,0.29299625799228024,0.11332095818969327,0.5936827838180264,,,,,,,,33939
146,147,BRENT SOUTH,London,England,0.1258511715612669,0.1081817229458393,0.7327583196563886,,,,,,,0.033208785836505224,28637
147,148,BRENTFORD & ISLEWORTH,London,England,0.2910769645504785,0.13465426607359482,0.5228692096868401,,,,,,,0.05139955968908658,44514
148,149,BROMLEY & CHISLEHURST,London,England,0.49529272975411165,0.18921607180032846,0.28625292035807637,,,,,,,0.02923827808748352,43231
149,150,CAMBERWELL & PECKHAM,London,England,0.1091459528362014,0.13344486934353092,0.6960245379222435,,,,,,,0.06138463989802422,25104
150,151,CARSHALTON & WALLINGTON,London,England,0.33837289471092286,0.45033487639121444,0.1838372894710923,,,,,,,0.027454939426770412,40612
151,152,CHINGFORD & WOODFORD GREEN,London,England,0.48223460061651613,0.15518360283381105,0.3338651235736304,,,,,,,0.0287166729760424,36982
152,153,CHIPPING BARNET,London,England,0.4640569059732429,0.13550499340493688,0.4004381006218202,,,,,,,,42456
153,154,CITIES OF LONDON & WESTMINSTER,London,England,0.4631935246504783,0.15358351729212658,0.33077262693156734,,,,,,,0.052450331125827816,33975
154,155,CROYDON CENTRAL,London,England,0.3850632359354557,0.11242913214129961,0.4719363279546446,,,,,,,0.030571303968600087,45860
155,156,CROYDON NORTH,London,England,0.23284465880330452,0.1044601499450838,0.6353564777231269,,,,,,,0.02733871352848479,41882
156,157,CROYDON SOUTH,London,England,0.491988459831336,0.18255659121171772,0.29897913892587663,,,,,,,0.026475810031069684,45060
157,158,DAGENHAM,London,England,0.25710659898477156,0.10224800580130529,0.5722987672226251,,,,,,,0.06834662799129804,27580
158,159,DULWICH & WEST NORWOOD,London,England,0.22718715682685772,0.15178057836113582,0.5490508811378968,,,,,,,0.07198138367410971,38246
159,160,"EALING, ACTON & SHEPHERD'S BUSH",London,England,0.2514717346307895,0.16588263756350635,0.5414908201392435,,,,,,,0.041154807666460576,37201
160,161,EALING NORTH,London,England,0.2932802455679872,0.11217385501701627,0.5565762840047156,,,,,,,0.03796961541028093,44957
161,162,EALING SOUTHALL,London,England,0.18271119842829076,0.09994020671393183,0.47490817459639534,,,,,,,0.24244042026138207,46828
162,163,EAST HAM,London,England,0.1665638329264694,0.06974810204683854,0.7307723260992033,,,,,,,0.0329157389274888,37277
163,164,EDMONTON,London,England,0.3079599700925979,0.07010985218841663,0.5889745211939955,,,,,,,0.03295565652498993,34774
164,165,ELTHAM,London,England,0.3213482481060606,0.12195194128787878,0.5283794981060606,,,,,,,0.0283203125,33792
165,166,ENFIELD NORTH,London,England,0.40698797067035464,0.08754533830858753,0.4667693030295123,,,,,,,0.03869738799154555,38323
166,167,"ENFIELD, SOUTHGATE",London,England,0.3861076644077503,0.0700343609811969,0.51844516560084,,,,,,,0.025412809010212846,41908
167,168,ERITH & THAMESMEAD,London,England,0.25792330065065516,0.11393961200563701,0.5927558394051153,,,,,,,0.03538124793859255,33351
168,169,FELTHAM & HESTON,London,England,0.24183873731929126,0.13815407579401276,0.5917019100533488,,,,,,,0.028305276833347156,36177
169,170,FINCHLEY & GOLDERS GREEN,London,England,0.37753863766456786,0.12057240984544934,0.462621637092158,,,,,,,0.03926731539782484,43675
170,171,GREENWICH & WOOLWICH,London,England,0.1923407917383821,0.1561962134251291,0.6052065404475043,,,,,,,0.04625645438898451,32536
171,172,HACKNEY NORTH & STOKE NEWINGTON,London,England,0.1495560582019513,0.14077850173863138,0.6104115323587995,,,,,,,0.0992539077006178,29621
172,173,HACKNEY SOUTH & SHOREDITCH,London,England,0.13774013905822652,0.14571456816159753,0.6416120209575905,,,,,,,0.07493327182258543,30347
173,174,HAMMERSMITH & FULHAM,London,England,0.3978970917225951,0.11843400447427294,0.44297539149888143,,,,,,,0.040693512304250556,44700
174,175,HAMPSTEAD & HIGHGATE,London,England,0.24642019939559975,0.20541135933572457,0.46886208941734686,,,,,,,0.07930635185132884,35407
175,176,HARROW EAST,London,England,0.3216922852923435,0.1252365996214406,0.5530711150862159,,,,,,,,48077
176,177,HARROW WEST,London,England,0.3641313668324473,0.12851569199108215,0.4960984393757503,,,,,,,0.011254501800720289,46648
177,178,HAYES & HARLINGTON,London,England,0.2411196494151776,0.06042650371879147,0.656698453846866,,,,,,,0.041755393019164894,32403
178,179,HENDON,London,England,0.34307605688967224,0.11563976402046462,0.5246383197473746,,,,,,,0.016645859342488557,40851
179,180,HOLBORN & ST PANCRAS,London,England,0.16891001959587523,0.17973593755019435,0.5387259468662662,,,,,,,0.11262809598766424,31129
180,181,HORNCHURCH,London,England,0.42275782546334056,0.08234665466715414,0.46443738223134684,,,,,,,0.03045813763815845,35557
181,182,HORNSEY & WOOD GREEN,London,England,0.15707055806458933,0.2576538138574314,0.49853618682341194,,,,,,,0.08673944125456733,44063
182,183,ILFORD NORTH,London,England,0.40545309936869317,0.11723915096684397,0.45802057960928566,,,,,,,0.019287170055177213,40234
183,184,ILFORD SOUTH,London,England,0.25722242402227874,0.11253178350889938,0.5961738709286839,,,,,,,0.03407192154013803,41295
184,185,ISLINGTON NORTH,London,England,0.10752581413820493,0.18999867619804078,0.618844320889595,,,,,,,0.08363118877415938,30216
185,186,ISLINGTON SOUTH & FINSBURY,London,England,0.1368066631224526,0.281304270777955,0.5393230551125288,,,,,,,0.04256601098706362,28215
186,187,KENSINGTON & CHELSEA,London,England,0.5446180184035951,0.15750053498823025,0.2317925672301876,,,,,,,0.06608887937798702,28038
187,188,KINGSTON & SURBITON,London,England,0.28244352555354124,0.6017558511396737,0.08762960096144053,,,,,,,0.02817102234534455,49093
188,189,LEWISHAM DEPTFORD,London,England,0.12443742055175731,0.11711959322499742,0.6498436802143814,,,,,,,0.10859930600886385,29107
189,190,LEWISHAM EAST,London,England,0.2379005451402739,0.16410716660018615,0.537162611354873,,,,,,,0.06082967690466693,30084
190,191,LEWISHAM WEST,London,England,0.22378711666396237,0.13454486451403538,0.6106117150738277,,,,,,,0.03105630374817459,30815
191,192,LEYTON & WANSTEAD,London,England,0.19734266563853134,0.15982561243252863,0.5800462660893292,,,,,,,0.06278545583961088,33718
192,193,MITCHAM & MORDEN,London,England,0.24106319643844998,0.10062959353020205,0.6041990463897158,,,,,,,0.0541081636416322,37961
193,194,NORTH SOUTHWARK & BERMONDSEY,London,England,0.0759589821496392,0.5694482122510987,0.30814931365633985,,,,,,,0.04644349194292225,36862
194,195,OLD BEXLEY & SIDCUP,London,England,0.4540384022025491,0.13746944200507916,0.37464695132081743,,,,,,,0.03384520447155436,42133
195,196,ORPINGTON,London,England,0.4386785040854808,0.4333948774355751,0.1083634506599623,,,,,,,0.019563167818981774,50912
196,197,POPLAR & CANNING TOWN,London,England,0.19817019529646354,0.1112837956718081,0.6118702715383262,,,,,,,0.07867573749340215,34102
197,198,PUTNEY,London,England,0.3836048344718865,0.13636363636363635,0.4645004962924038,,,,,,,0.015531032872073334,34254
198,199,REGENT'S PARK & KENSINGTON NORTH,London,England,0.26937817121882757,0.12601209111518946,0.5464482349130951,,,,,,,0.05816150275288783,37052
199,200,RICHMOND PARK,London,England,0.375984211918374,0.47697910520640474,0.1127342271774735,,,,,,,0.03430245569774776,49151
200,201,ROMFORD,London,England,0.5302652586762275,0.08036189462480042,0.3628469790762163,,,,,,,0.026525867622755665,35701
201,202,RUISLIP - NORTHWOOD,London,England,0.48773592525780135,0.19323658490616838,0.28480654801970867,,,,,,,0.034220941816321584,37141
202,203,STREATHAM,London,England,0.1777129396648643,0.18124631939611327,0.572862572942877,,,,,,,0.0681781679961454,37358
203,204,SUTTON & CHEAM,London,England,0.379578581678121,0.4879289076857236,0.1324925106361554,,,,,,,,39723
204,205,TOOTING,London,England,0.2642121784469687,0.14851959245564098,0.5408741454071453,,,,,,,0.046394083690245,37591
205,206,TOTTENHAM,London,England,0.13926774469162367,0.09518686117527926,0.67456726052973,,,,,,,0.09097813360336698,31601
206,207,TWICKENHAM,London,England,0.3341944010573111,0.4874844807561376,0.1382314069446113,,,,,,,0.04008971124194,49938
207,208,UPMINSTER,London,England,0.4552302738471537,0.09402971847212785,0.4185696138961921,,,,,,,0.032170393784526304,33851
208,209,UXBRIDGE,London,England,0.471332814650787,0.10251960021545276,0.4085522772158717,,,,,,,0.017595307917888565,33418
209,210,VAUXHALL,London,England,0.13443339722089123,0.20124580737901293,0.591099664590321,,,,,,,0.0732211308097748,33392
